0.089195,-0.000002,-0.323804,0.000001,-0.061195,0.000000,1.811540
0.089303,-0.011758,-0.323341,-0.007951,-0.061344,0.002332,1.810956
0.089624,-0.023498,-0.321960,-0.015893,-0.061791,0.004654,1.809212
0.090152,-0.035201,-0.319663,-0.023817,-0.062533,0.006956,1.806317
0.090881,-0.046855,-0.316462,-0.031716,-0.063570,0.009229,1.802293
0.091795,-0.058438,-0.312367,-0.039579,-0.064896,0.011462,1.797166
0.092886,-0.069939,-0.307408,-0.047402,-0.066512,0.013647,1.790973
0.094133,-0.081337,-0.301600,-0.055172,-0.068409,0.015771,1.783756
0.095514,-0.092615,-0.294968,-0.062882,-0.070582,0.017826,1.775563
0.097010,-0.103761,-0.287544,-0.070527,-0.073025,0.019801,1.766449
0.098593,-0.114751,-0.279361,-0.078093,-0.075728,0.021685,1.756478
0.100236,-0.125572,-0.270452,-0.085576,-0.078680,0.023467,1.745714
0.101917,-0.136213,-0.260858,-0.092969,-0.081876,0.025140,1.734222
0.103601,-0.146648,-0.250617,-0.100262,-0.085297,0.026688,1.722083
0.105263,-0.156870,-0.239767,-0.107450,-0.088935,0.028104,1.709363
0.106875,-0.166861,-0.228359,-0.114524,-0.092774,0.029376,1.696147
0.108409,-0.176606,-0.216433,-0.121479,-0.096799,0.030494,1.682506
0.109833,-0.186085,-0.204035,-0.128306,-0.100989,0.031446,1.668524
0.111129,-0.195287,-0.191216,-0.135000,-0.105331,0.032223,1.654278
0.112271,-0.204200,-0.178019,-0.141556,-0.109805,0.032815,1.639841
0.113240,-0.212809,-0.164495,-0.147967,-0.114391,0.033213,1.625290
0.113987,-0.221086,-0.150677,-0.154228,-0.119057,0.033400,1.610714
0.114552,-0.229040,-0.136645,-0.160333,-0.123797,0.033382,1.596156
0.114896,-0.236642,-0.122442,-0.166273,-0.128577,0.033146,1.581705
0.115014,-0.243885,-0.108115,-0.172047,-0.133374,0.032687,1.567420
0.114899,-0.250757,-0.093711,-0.177651,-0.138162,0.032001,1.553360
0.114552,-0.257244,-0.079287,-0.183078,-0.142912,0.031084,1.539588
0.113975,-0.263335,-0.064892,-0.188324,-0.147596,0.029938,1.526157
0.113175,-0.269019,-0.050579,-0.193386,-0.152185,0.028564,1.513115
0.112163,-0.274289,-0.036401,-0.198260,-0.156649,0.026967,1.500508
0.110956,-0.279135,-0.022409,-0.202942,-0.160959,0.025154,1.488376
0.109565,-0.283546,-0.008651,-0.207428,-0.165081,0.023134,1.476757
0.108008,-0.287516,0.004825,-0.211714,-0.168984,0.020919,1.465683
0.106312,-0.291045,0.017971,-0.215799,-0.172645,0.018527,1.455173
0.104490,-0.294124,0.030749,-0.219680,-0.176030,0.015973,1.445251
0.102565,-0.296750,0.043116,-0.223351,-0.179112,0.013279,1.435934
0.100556,-0.298924,0.055043,-0.226812,-0.181870,0.010465,1.427227
0.098482,-0.300649,0.066504,-0.230062,-0.184283,0.007557,1.419130
0.096358,-0.301927,0.077476,-0.233096,-0.186333,0.004577,1.411644
0.094198,-0.302766,0.087944,-0.235911,-0.188008,0.001552,1.404758
0.092015,-0.303176,0.097903,-0.238508,-0.189300,-0.001493,1.398455
0.089816,-0.303166,0.107352,-0.240883,-0.190208,-0.004537,1.392716
0.087611,-0.302754,0.116296,-0.243035,-0.190733,-0.007555,1.387515
0.085408,-0.301959,0.124747,-0.244964,-0.190887,-0.010526,1.382818
0.083207,-0.300794,0.132717,-0.246664,-0.190675,-0.013431,1.378601
0.081010,-0.299276,0.140223,-0.248135,-0.190111,-0.016253,1.374831
0.078827,-0.297439,0.147293,-0.249380,-0.189227,-0.018979,1.371459
0.076649,-0.295290,0.153947,-0.250393,-0.188028,-0.021596,1.368462
0.074485,-0.292857,0.160210,-0.251174,-0.186547,-0.024095,1.365798
0.072333,-0.290161,0.166108,-0.251724,-0.184807,-0.026469,1.363430
0.070193,-0.287219,0.171662,-0.252039,-0.182828,-0.028710,1.361331
0.068064,-0.284048,0.176899,-0.252119,-0.180636,-0.030816,1.359466
0.065952,-0.280671,0.181841,-0.251964,-0.178258,-0.032784,1.357804
0.063852,-0.277099,0.186508,-0.251572,-0.175713,-0.034611,1.356322
0.061766,-0.273348,0.190925,-0.250944,-0.173025,-0.036300,1.354990
0.059686,-0.269436,0.195117,-0.250085,-0.170225,-0.037857,1.353793
0.057632,-0.265367,0.199083,-0.248982,-0.167315,-0.039268,1.352699
0.055593,-0.261156,0.202847,-0.247641,-0.164322,-0.040543,1.351699
0.053575,-0.256815,0.206427,-0.246064,-0.161267,-0.041683,1.350770
0.051570,-0.252343,0.209831,-0.244245,-0.158157,-0.042690,1.349909
0.049587,-0.247757,0.213078,-0.242191,-0.155017,-0.043568,1.349091
0.047622,-0.243057,0.216175,-0.239898,-0.151855,-0.044317,1.348314
0.045677,-0.238247,0.219133,-0.237367,-0.148681,-0.044941,1.347568
0.043754,-0.233336,0.221960,-0.234600,-0.145511,-0.045442,1.346844
0.041853,-0.228325,0.224664,-0.231597,-0.142354,-0.045822,1.346136
0.039975,-0.223216,0.227253,-0.228358,-0.139218,-0.046084,1.345440
0.038123,-0.218014,0.229733,-0.224886,-0.136112,-0.046229,1.344750
0.036296,-0.212720,0.232108,-0.221181,-0.133045,-0.046260,1.344064
0.034496,-0.207335,0.234385,-0.217246,-0.130022,-0.046179,1.343381
0.032724,-0.201860,0.236568,-0.213081,-0.127049,-0.045988,1.342698
0.030982,-0.196297,0.238660,-0.208689,-0.124132,-0.045688,1.342015
0.029273,-0.190649,0.240665,-0.204074,-0.121279,-0.045282,1.341330
0.027596,-0.184913,0.242587,-0.199235,-0.118490,-0.044772,1.340645
0.025954,-0.179091,0.244427,-0.194178,-0.115772,-0.044159,1.339960
0.024348,-0.173186,0.246188,-0.188905,-0.113128,-0.043446,1.339275
0.022781,-0.167199,0.247872,-0.183423,-0.110562,-0.042634,1.338592
0.021253,-0.161127,0.249481,-0.177729,-0.108075,-0.041726,1.337915
0.019766,-0.154974,0.251015,-0.171832,-0.105672,-0.040723,1.337243
0.018325,-0.148743,0.252478,-0.165740,-0.103357,-0.039630,1.336576
0.016930,-0.142433,0.253870,-0.159452,-0.101130,-0.038447,1.335919
0.015582,-0.136044,0.255191,-0.152975,-0.098993,-0.037176,1.335275
0.014283,-0.129581,0.256442,-0.146316,-0.096948,-0.035821,1.334645
0.013037,-0.123044,0.257624,-0.139481,-0.094998,-0.034385,1.334032
0.011845,-0.116437,0.258739,-0.132478,-0.093146,-0.032871,1.333436
0.010709,-0.109760,0.259786,-0.125312,-0.091392,-0.031281,1.332862
0.009631,-0.103016,0.260765,-0.117990,-0.089737,-0.029620,1.332312
0.008613,-0.096212,0.261677,-0.110524,-0.088185,-0.027891,1.331788
0.007657,-0.089345,0.262523,-0.102917,-0.086735,-0.026097,1.331291
0.006766,-0.082420,0.263303,-0.095179,-0.085389,-0.024242,1.330825
0.005941,-0.075445,0.264018,-0.087323,-0.084150,-0.022331,1.330389
0.005182,-0.068417,0.264665,-0.079351,-0.083017,-0.020367,1.329989
0.004495,-0.061346,0.265247,-0.071280,-0.081993,-0.018356,1.329624
0.003878,-0.054232,0.265764,-0.063116,-0.081078,-0.016301,1.329296
0.003333,-0.047080,0.266216,-0.054868,-0.080274,-0.014207,1.329007
0.002864,-0.039895,0.266603,-0.046549,-0.079582,-0.012080,1.328755
0.002470,-0.032683,0.266924,-0.038169,-0.079003,-0.009924,1.328547
0.002153,-0.025447,0.267181,-0.029740,-0.078538,-0.007744,1.328378
0.001914,-0.018193,0.267374,-0.021271,-0.078188,-0.005546,1.328250
0.001754,-0.010924,0.267502,-0.012774,-0.077953,-0.003334,1.328167
0.001673,-0.003648,0.267566,-0.004261,-0.077835,-0.001114,1.328124
0.001673,0.003635,0.267566,0.004260,-0.077834,0.001110,1.328125
0.001752,0.010913,0.267501,0.012773,-0.077950,0.003330,1.328168
0.001913,0.018188,0.267374,0.021270,-0.078186,0.005544,1.328251
0.002155,0.025450,0.267182,0.029739,-0.078539,0.007745,1.328376
0.002477,0.032697,0.266927,0.038168,-0.079012,0.009928,1.328541
0.002880,0.039924,0.266610,0.046547,-0.079606,0.012089,1.328743
0.003362,0.047126,0.266230,0.054866,-0.080318,0.014222,1.328983
0.003924,0.054299,0.265788,0.063115,-0.081150,0.016322,1.329257
0.004565,0.061436,0.265283,0.071279,-0.082102,0.018385,1.329565
0.005282,0.068533,0.264716,0.079349,-0.083172,0.020405,1.329905
0.006077,0.075592,0.264088,0.087321,-0.084363,0.022379,1.330273
0.006944,0.082600,0.263397,0.095177,-0.085670,0.024302,1.330670
0.007886,0.089562,0.262644,0.102915,-0.087096,0.026170,1.331092
0.008898,0.096469,0.261829,0.110522,-0.088638,0.027979,1.331536
0.009981,0.103317,0.260954,0.117988,-0.090295,0.029725,1.332000
0.011131,0.110109,0.260016,0.125309,-0.092067,0.031405,1.332481
0.012346,0.116837,0.259016,0.132476,-0.093952,0.033015,1.332978
0.013624,0.123501,0.257953,0.139479,-0.095947,0.034552,1.333488
0.014964,0.130098,0.256828,0.146313,-0.098052,0.036012,1.334006
0.016363,0.136625,0.255640,0.152972,-0.100264,0.037393,1.334531
0.017817,0.143083,0.254388,0.159450,-0.102581,0.038691,1.335061
0.019324,0.149467,0.253069,0.165737,-0.104999,0.039904,1.335596
0.020882,0.155775,0.251685,0.171829,-0.107515,0.041029,1.336130
0.022489,0.162010,0.250235,0.177726,-0.110129,0.042065,1.336661
0.024143,0.168170,0.248716,0.183420,-0.112836,0.043008,1.337188
0.025838,0.174247,0.247125,0.188902,-0.115628,0.043856,1.337713
0.027574,0.180249,0.245462,0.194175,-0.118506,0.044606,1.338231
0.029349,0.186170,0.243725,0.199232,-0.121463,0.045257,1.338742
0.031159,0.192010,0.241909,0.204071,-0.124493,0.045806,1.339246
0.033000,0.197766,0.240013,0.208685,-0.127591,0.046250,1.339743
0.034874,0.203441,0.238032,0.213078,-0.130752,0.046588,1.340233
0.036774,0.209030,0.235963,0.217243,-0.133968,0.046818,1.340718
0.038700,0.214531,0.233801,0.221178,-0.137232,0.046935,1.341200
0.040649,0.219945,0.231540,0.224883,-0.140536,0.046939,1.341682
0.042618,0.225267,0.229176,0.228355,-0.143870,0.046827,1.342167
0.044607,0.230497,0.226701,0.231593,-0.147227,0.046596,1.342659
0.046612,0.235628,0.224110,0.234597,-0.150595,0.046243,1.343163
0.048631,0.240660,0.221392,0.237364,-0.153963,0.045765,1.343688
0.050664,0.245586,0.218540,0.239895,-0.157320,0.045160,1.344239
0.052706,0.250400,0.215543,0.242188,-0.160650,0.044424,1.344828
0.054755,0.255094,0.212390,0.244242,-0.163939,0.043554,1.345467
0.056815,0.259669,0.209073,0.246061,-0.167176,0.042550,1.346160
0.058875,0.264104,0.205573,0.247638,-0.170336,0.041406,1.346934
0.060942,0.268401,0.201878,0.248979,-0.173410,0.040120,1.347796
0.063011,0.272543,0.197971,0.250082,-0.176373,0.038691,1.348768
0.065081,0.276520,0.193839,0.250949,-0.179208,0.037117,1.349867
0.067151,0.280317,0.189456,0.251577,-0.181891,0.035395,1.351122
0.069219,0.283920,0.184808,0.251969,-0.184399,0.033528,1.352552
0.071283,0.287309,0.179869,0.252123,-0.186708,0.031514,1.354189
0.073347,0.290473,0.174619,0.252043,-0.188798,0.029355,1.356059
0.075407,0.293388,0.169032,0.251728,-0.190639,0.027055,1.358196
0.077462,0.296035,0.163084,0.251178,-0.192209,0.024618,1.360635
0.079528,0.298394,0.156735,0.250391,-0.193478,0.022044,1.363401
0.081581,0.300449,0.149991,0.249379,-0.194439,0.019358,1.366538
0.083626,0.302170,0.142811,0.248133,-0.195055,0.016564,1.370086
0.085674,0.303550,0.135176,0.246663,-0.195323,0.013674,1.374066
0.087715,0.304557,0.127059,0.244962,-0.195215,0.010704,1.378526
0.089750,0.305176,0.118445,0.243034,-0.194719,0.007673,1.383496
0.091779,0.305397,0.109324,0.240882,-0.193838,0.004601,1.388996
0.093798,0.305202,0.099686,0.238507,-0.192563,0.001511,1.395056
0.095798,0.304580,0.089532,0.235910,-0.190898,-0.001574,1.401697
0.097774,0.303523,0.078864,0.233095,-0.188851,-0.004628,1.408934
0.099715,0.302026,0.067692,0.230061,-0.186435,-0.007628,1.416776
0.101607,0.300084,0.056035,0.226812,-0.183667,-0.010549,1.425229
0.103439,0.297699,0.043919,0.223350,-0.180571,-0.013365,1.434286
0.105191,0.294872,0.031374,0.219679,-0.177171,-0.016055,1.443941
0.106847,0.291604,0.018432,0.215799,-0.173491,-0.018599,1.454186
