4.680000,0.000000,0.880000
4.679950,0.003157,0.880000
4.679801,0.006311,0.880000
4.679552,0.009458,0.880000
4.679204,0.012596,0.880000
4.678756,0.015721,0.880000
4.678211,0.018831,0.880000
4.677568,0.021922,0.880000
4.676827,0.024991,0.880000
4.675990,0.028036,0.880000
4.675057,0.031052,0.880000
4.674029,0.034037,0.880000
4.672908,0.036989,0.880000
4.671694,0.039903,0.880000
4.670388,0.042778,0.880000
4.668993,0.045610,0.880000
4.667509,0.048397,0.880000
4.665937,0.051135,0.880000
4.664280,0.053822,0.880000
4.662539,0.056456,0.880000
4.660716,0.059034,0.880000
4.658812,0.061552,0.880000
4.656829,0.064010,0.880000
4.654770,0.066403,0.880000
4.652637,0.068730,0.880000
4.650431,0.070989,0.880000
4.648155,0.073177,0.880000
4.645811,0.075292,0.880000
4.643401,0.077332,0.880000
4.640928,0.079295,0.880000
4.638395,0.081179,0.880000
4.635803,0.082982,0.880000
4.633155,0.084702,0.880000
4.630455,0.086338,0.880000
4.627704,0.087888,0.880000
4.624906,0.089350,0.880000
4.622063,0.090723,0.880000
4.619178,0.092006,0.880000
4.616254,0.093197,0.880000
4.613294,0.094295,0.880000
4.610301,0.095299,0.880000
4.607277,0.096208,0.880000
4.604226,0.097021,0.880000
4.601151,0.097738,0.880000
4.598055,0.098357,0.880000
4.594941,0.098877,0.880000
4.591813,0.099300,0.880000
4.588672,0.099623,0.880000
4.585523,0.099847,0.880000
4.582368,0.099972,0.880000
4.579211,0.099997,0.880000
4.576054,0.099922,0.880000
4.572902,0.099748,0.880000
4.569757,0.099474,0.880000
4.566621,0.099101,0.880000
4.563500,0.098629,0.880000
4.560394,0.098059,0.880000
4.557308,0.097391,0.880000
4.554245,0.096627,0.880000
4.551208,0.095765,0.880000
4.548199,0.094809,0.880000
4.545222,0.093758,0.880000
4.542279,0.092613,0.880000
4.539374,0.091376,0.880000
4.536510,0.090048,0.880000
4.533689,0.088630,0.880000
4.530914,0.087124,0.880000
4.528188,0.085531,0.880000
4.525514,0.083853,0.880000
4.522894,0.082091,0.880000
4.520331,0.080247,0.880000
4.517828,0.078324,0.880000
4.515386,0.076322,0.880000
4.513009,0.074244,0.880000
4.510698,0.072092,0.880000
4.508457,0.069869,0.880000
4.506287,0.067575,0.880000
4.504191,0.065214,0.880000
4.502170,0.062789,0.880000
4.500226,0.060301,0.880000
4.498362,0.057752,0.880000
4.496580,0.055146,0.880000
4.494881,0.052485,0.880000
4.493266,0.049772,0.880000
4.491738,0.047009,0.880000
4.490298,0.044199,0.880000
4.488948,0.041346,0.880000
4.487688,0.038451,0.880000
4.486520,0.035517,0.880000
4.485445,0.032549,0.880000
4.484465,0.029547,0.880000
4.483580,0.026517,0.880000
4.482791,0.023460,0.880000
4.482099,0.020379,0.880000
4.481504,0.017278,0.880000
4.481008,0.014160,0.880000
4.480610,0.011028,0.880000
